index,title,type,date,year,month,month_name,date_sort,url,slug,img,source_page,source_method,topic_tags
2417,"Establishment of Government Chief Information Office (CIO) Training Model and Network for e-Government Development, May 2006","Proceedings","May 2006",2006,5,"May","2006-05","https://www.apec.org/publications/2006/05/establishment-of-government-chief-information-office-cio-training-model-and-network-for-egovernment","establishment-of-government-chief-information-office-cio-training-model-and-network-for-egovernment","https://www.apec.org/images/default-source/publication/2006/5/establishment-of-government-chief-information-office-cio-training-model-and-network-for-egovernment/363-thumb06_tel_cio.tmb-h300.jpg?Culture=en&sfvrsn=9c46257e_1",269,"api",""
2418,"Public-Private Dialogue on Trade Facilitation - Proceedings","Proceedings","May 2006",2006,5,"May","2006-05","https://www.apec.org/publications/2006/05/public-private-dialogue-on-trade-facilitation---proceedings","public-private-dialogue-on-trade-facilitation---proceedings","https://www.apec.org/images/default-source/publication/2006/5/public-private-dialogue-on-trade-facilitation---proceedings/308-thumb06_cti_ppd_tf.tmb-h300.jpg?Culture=en&sfvrsn=721fd717_1",269,"api","trade"
2419,"4th APEC Senior Officials' Meeting Policy Dialogue on Regional Trade Agreements/ Free Trade Agreements","Proceedings","May 2006",2006,5,"May","2006-05","https://www.apec.org/publications/2006/05/4th-apec-senior-officials-meeting-policy-dialogue-on-regional-trade-agreements-free-trade-agreements","4th-apec-senior-officials-meeting-policy-dialogue-on-regional-trade-agreements-free-trade-agreements","https://www.apec.org/images/default-source/publication/2006/5/4th-apec-senior-officials-meeting-policy-dialogue-on-regional-trade-agreements-free-trade-agreements/368-thumb06_cti_som_rta_fta_dialogue.tmb-h300.jpg?Culture=en&sfvrsn=af686a8c_1",269,"api","trade"
2420,"Ease of Doing Business: Canada/New Zealand Joint APEC Symposium on Private Sector Development","Proceedings","May 2006",2006,5,"May","2006-05","https://www.apec.org/publications/2006/05/ease-of-doing-business-canadanew-zealand-joint-apec-symposium-on-private-sector-development","ease-of-doing-business-canadanew-zealand-joint-apec-symposium-on-private-sector-development","https://www.apec.org/images/default-source/publication/2006/5/ease-of-doing-business-canadanew-zealand-joint-apec-symposium-on-private-sector-development/903-pages-from-06_others_easedoing_biz.tmb-h300.jpg?Culture=en&sfvrsn=daaa9ac8_1",269,"api",""
2421,"Fourth APEC Secure Trade in APEC Region (STAR) Conference: Proceedings, February 2006","Proceedings","May 2006",2006,5,"May","2006-05","https://www.apec.org/publications/2006/05/fourth-apec-secure-trade-in-apec-region-star-conference-proceedings-february-2006","fourth-apec-secure-trade-in-apec-region-star-conference-proceedings-february-2006","https://www.apec.org/images/default-source/publication/2006/5/fourth-apec-secure-trade-in-apec-region-star-conference-proceedings-february-2006/371-thumb06_cttf_star4.tmb-h300.jpg?Culture=en&sfvrsn=3b89c2da_1",269,"api","trade"
2422,"APEC Telecommunications and Information Working Group (APECTEL) Regulatory Training Program: Final Report","Reports","April 2006",2006,4,"April","2006-04","https://www.apec.org/publications/2006/04/apec-telecommunications-and-information-working-group-apectel-regulatory-training-program-final-repo","apec-telecommunications-and-information-working-group-apectel-regulatory-training-program-final-repo","https://www.apec.org/images/default-source/publication/2006/4/apec-telecommunications-and-information-working-group-apectel-regulatory-training-program-final-repo/353-thumb06_tel_reg_fnlrpt.tmb-h300.jpg?Culture=en&sfvrsn=eddd2f7b_1",270,"api","regulation"
2423,"Benchmarking Knowledge Management Technologies and Behaviours, April 2006","Reports","April 2006",2006,4,"April","2006-04","https://www.apec.org/publications/2006/04/benchmarking-knowledge-management-technologies-and-behaviours-april-2006","benchmarking-knowledge-management-technologies-and-behaviours-april-2006","https://www.apec.org/images/default-source/publication/2006/4/benchmarking-knowledge-management-technologies-and-behaviours-april-2006/347-thumb06_tp_benchmarkknowledge_mgmt.tmb-h300.jpg?Culture=en&sfvrsn=7ad3dc5d_1",270,"api",""
2424,"Ecosystem Based Approach: A Comparative Assessment of the Institutional Response in Fisheries Management within APEC economies: The Case of Demersal Fisheries (Phase I)","Reports","April 2006",2006,4,"April","2006-04","https://www.apec.org/publications/2006/04/ecosystem-based-approach-a-comparative-assessment-of-the-institutional-response-in-fisheries-managem","ecosystem-based-approach-a-comparative-assessment-of-the-institutional-response-in-fisheries-managem","https://www.apec.org/images/default-source/publication/2006/4/ecosystem-based-approach-a-comparative-assessment-of-the-institutional-response-in-fisheries-managem/326-thumb06_fwg_ecosystem.tmb-h300.jpg?Culture=en&sfvrsn=a76f574b_1",270,"api","smes|agriculture"
2425,"Franchising Opportunities in China, Japan and Singapore, April 2006","Reports","April 2006",2006,4,"April","2006-04","https://www.apec.org/publications/2006/04/franchising-opportunities-in-china-japan-and-singapore-april-2006","franchising-opportunities-in-china-japan-and-singapore-april-2006","https://www.apec.org/images/default-source/publication/2006/4/franchising-opportunities-in-china-japan-and-singapore-april-2006/348-thumb06_tp_franchising.tmb-h300.jpg?Culture=en&sfvrsn=dc4aa52f_1",270,"api",""
2426,"Water Quality Criteria / Standards Adopted in the Asia Pacific Region, Phase 3 Report, April 2006","Reports","April 2006",2006,4,"April","2006-04","https://www.apec.org/publications/2006/04/water-quality-criteria-standards-adopted-in-the-asia-pacific-region-phase-3-report-april-2006","water-quality-criteria-standards-adopted-in-the-asia-pacific-region-phase-3-report-april-2006","https://www.apec.org/images/default-source/publication/2006/4/water-quality-criteria-standards-adopted-in-the-asia-pacific-region-phase-3-report-april-2006/251-thumb07_mrc_wqcphase3.tmb-h300.jpg?Culture=en&sfvrsn=ce81c7c8_1",270,"api","regulation"
2427,"The Role of Voluntary Initiatives in Sustainable Production, Trade and Consumption in the APEC region","Multimedia","April 2006",2006,4,"April","2006-04","https://www.apec.org/publications/2006/04/the-role-of-voluntary-initiatives-in-sustainable-production-trade-and-consumption-in-the-apec-region","the-role-of-voluntary-initiatives-in-sustainable-production-trade-and-consumption-in-the-apec-region","https://www.apec.org/images/default-source/publication/2006/4/the-role-of-voluntary-initiatives-in-sustainable-production-trade-and-consumption-in-the-apec-region/325-thumb06_esc_voluntary_initiatives.tmb-h300.jpg?Culture=en&sfvrsn=d90d70ea_1",270,"api","trade|sustainability"
2428,"APEC Workshop on Best Practices in Trade Policy for Regional Trade Agreements (RTAs)/Free Trade Agreements (FTAs): Practical Lessons and Experiences for Developing Economies","Proceedings","March 2006",2006,3,"March","2006-03","https://www.apec.org/publications/2006/03/apec-workshop-on-best-practices-in-trade-policy-for-regional-trade-agreements-rtasfree-trade-agreeme","apec-workshop-on-best-practices-in-trade-policy-for-regional-trade-agreements-rtasfree-trade-agreeme","https://www.apec.org/images/default-source/publication/2006/3/apec-workshop-on-best-practices-in-trade-policy-for-regional-trade-agreements-rtasfree-trade-agreeme/294-thumb06_ftarta_marchworkshop.tmb-h300.jpg?Culture=en&sfvrsn=87973156_1",270,"api","trade"
2429,"9th APEC Workshop on Technical Cooperation, Capacity Building, Risk Management and Emerging Issues in Agricultural Biotechnology, November 2005-Presentations Proceedings","Proceedings","March 2006",2006,3,"March","2006-03","https://www.apec.org/publications/2006/03/9th-apec-workshop-on-technical-cooperation-capacity-building-risk-management-and-emerging-issues-in","9th-apec-workshop-on-technical-cooperation-capacity-building-risk-management-and-emerging-issues-in","https://www.apec.org/images/default-source/publication/2006/3/9th-apec-workshop-on-technical-cooperation-capacity-building-risk-management-and-emerging-issues-in/379-thumb06_atc_agribiotech.tmb-h300.jpg?Culture=en&sfvrsn=9654cb44_1",270,"api","digital|agriculture"
2430,"Report of Training Course on Fuel Dispensers, February 2006","Manuals","February 2006",2006,2,"February","2006-02","https://www.apec.org/publications/2006/02/report-of-training-course-on-fuel-dispensers-february-2006","report-of-training-course-on-fuel-dispensers-february-2006","https://www.apec.org/images/default-source/publication/2006/2/report-of-training-course-on-fuel-dispensers-february-2006/309-thumb06_cti_scsc_fueldispenser.tmb-h300.jpg?Culture=en&sfvrsn=5a6f6a72_1",270,"api",""
2431,"Report of Training Course Electricity Meters, February 2006","Manuals","February 2006",2006,2,"February","2006-02","https://www.apec.org/publications/2006/02/report-of-training-course-electricity-meters-february-2006","report-of-training-course-electricity-meters-february-2006","https://www.apec.org/images/default-source/publication/2006/2/report-of-training-course-electricity-meters-february-2006/311-thumb06_cti_scsc_electricitymeters.tmb-h300.jpg?Culture=en&sfvrsn=b7db4c39_1",271,"api",""
2432,"APEC Symposium on Information Privacy Protection in E-Government and E-Commerce","Proceedings","February 2006",2006,2,"February","2006-02","https://www.apec.org/publications/2006/02/apec-symposium-on-information-privacy-protection-in-e-government-and-e-commerce","apec-symposium-on-information-privacy-protection-in-e-government-and-e-commerce","https://www.apec.org/images/default-source/publication/2006/2/apec-symposium-on-information-privacy-protection-in-e-government-and-e-commerce/352-thumb06_ecsg_privacy_protection.tmb-h300.jpg?Culture=en&sfvrsn=914d81ac_1",271,"api",""
2433,"Handbook on Verification of Non-Automatic Weighing Instruments, February 2006","Manuals","February 2006",2006,2,"February","2006-02","https://www.apec.org/publications/2006/02/handbook-on-verification-of-nonautomatic-weighing-instruments-february-2006","handbook-on-verification-of-nonautomatic-weighing-instruments-february-2006","https://www.apec.org/images/default-source/publication/2006/2/handbook-on-verification-of-nonautomatic-weighing-instruments-february-2006/620-thumb06_cti_scsc_nawihandbook.tmb-h300.jpg?Culture=en&sfvrsn=a1ebfa4e_1",271,"api",""
2434,"Report of Training Course on Verification of Non-Automatic Weighing Instruments, February 2006","Manuals","February 2006",2006,2,"February","2006-02","https://www.apec.org/publications/2006/02/report-of-training-course-on-verification-of-nonautomatic-weighing-instruments-february-2006","report-of-training-course-on-verification-of-nonautomatic-weighing-instruments-february-2006","https://www.apec.org/images/default-source/publication/2006/2/report-of-training-course-on-verification-of-nonautomatic-weighing-instruments-february-2006/310-thumb06_cti_scsc_nawireport.tmb-h300.jpg?Culture=en&sfvrsn=624beed2_1",271,"api",""
2435,"Workshop on Sustainable Fisheries Development in the Region, February 2006","Proceedings","February 2006",2006,2,"February","2006-02","https://www.apec.org/publications/2006/02/workshop-on-sustainable-fisheries-development-in-the-region-february-2006","workshop-on-sustainable-fisheries-development-in-the-region-february-2006","https://www.apec.org/images/default-source/publication/2006/2/workshop-on-sustainable-fisheries-development-in-the-region-february-2006/328-thumb06_fwg_sustainable.tmb-h300.jpg?Culture=en&sfvrsn=e244291d_1",271,"api","sustainability|agriculture"
2436,"APEC Symposium on Industrial Clustering for Small and Medium Enterprises (SMEs), March 2005 (Printed in 2006)","Multimedia","January 2006",2006,1,"January","2006-01","https://www.apec.org/publications/2006/01/apec-symposium-on-industrial-clustering-for-small-and-medium-enterprises-smes-march-2005-printed-in","apec-symposium-on-industrial-clustering-for-small-and-medium-enterprises-smes-march-2005-printed-in","https://www.apec.org/images/default-source/publication/2006/1/apec-symposium-on-industrial-clustering-for-small-and-medium-enterprises-smes-march-2005-printed-in/633-thumb05_sme_ind_clustering.tmb-h300.jpg?Culture=en&sfvrsn=7b21d08a_1",271,"api","smes"
2437,"Training Program for Phase II Implementation (APEC MRA-HRD Project) Final Report, January 2006","Reports","January 2006",2006,1,"January","2006-01","https://www.apec.org/publications/2006/01/training-program-for-phase-ii-implementation-apec-mrahrd-project-final-report-january-2006","training-program-for-phase-ii-implementation-apec-mrahrd-project-final-report-january-2006","https://www.apec.org/images/default-source/publication/2006/1/training-program-for-phase-ii-implementation-apec-mrahrd-project-final-report-january-2006/365-thumb06_tel_mra_phaseii.tmb-h300.jpg?Culture=en&sfvrsn=db9170ba_1",271,"api",""
2438,"APEC Outcomes and Outlook, 2005/2006","Brochures","January 2006",2006,1,"January","2006-01","https://www.apec.org/publications/2006/01/apec-outcomes-and-outlook-20052006","apec-outcomes-and-outlook-20052006","https://www.apec.org/images/default-source/publication/2006/1/apec-outcomes-and-outlook-20052006/616-thumboo2005_06_2.tmb-h300.jpg?Culture=en&sfvrsn=97c3db13_1",271,"api",""
